study,site,sample_year,sample_month,latitude,longitude,sample_unit_size_sq_m,sasdate,max_depth,mean_depth,min_depth,biomass_kg_wet_per_sq_m,stipe_density_num_per_sq_m,individual_density_num_per_sq_m,percent_cover,has_bm,has_sd,has_id,has_pc,use_which,focalKelp,focalUnit,geometry,ecoregion,province,realm,focal_std_by_ecoregion,focal_std_by_province,focal_std_by_realm,focal_std_by_all,ln_focal_std_by_ecoregion,ln_focal_std_by_province,ln_focal_std_by_realm,ln_focal_std_by_all
dmr_rasher_steneck,10_1_19,2007,6,44.316,-68.4514,1,2007-06-07,10,10,10,NA,NA,NA,39,54,0,0,2952,4,39,percent_cover,"c(-68.4514, 44.316)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.35467980295566504,0.33992724358951865,0.33992724358951865,0.33992724358951865,-1.0087355625867802,-1.0500300215662937,-1.0500300215662937,-1.0500300215662937
dmr_rasher_steneck,10_1_2,2001,6,43.8576,-69.72455,1,2001-06-04,10,10,10,NA,NA,NA,0.3,54,0,0,2952,4,0.3,percent_cover,"c(-69.72455, 43.8576)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.0027283061765820387,0.002614824950688605,0.002614824950688605,0.002614824950688605,-4.363926932879123,-4.3728825732685,-4.3728825732685,-4.3728825732685
dmr_rasher_steneck,10_1_2,2009,5,43.85172,-69.71864,1,2009-05-06,10,10,10,NA,NA,NA,2,54,0,0,2952,4,2,percent_cover,"c(-69.71864, 43.85172)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.01818870784388026,0.017432166337924035,0.017432166337924035,0.017432166337924035,-3.568833812300074,-3.5960390001943767,-3.5960390001943767,-3.5960390001943767
dmr_rasher_steneck,10_1_20,2007,6,44.5604,-67.5232,1,2007-06-19,10,10,10,NA,NA,NA,23,54,0,0,2952,4,23,percent_cover,"c(-67.5232, 44.5604)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.20917014020462296,0.2004699128861264,0.2004699128861264,0.2004699128861264,-1.5179069548815325,-1.5584125677327605,-1.5584125677327605,-1.5584125677327605
dmr_rasher_steneck,10_1_21,2008,5,43.89989,-69.57188,1,2008-05-08,10,10,10,NA,NA,NA,27,54,0,0,2952,4,27,percent_cover,"c(-69.57188, 43.89989)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.2455475558923835,0.23533424556197446,0.23533424556197446,0.23533424556197446,-1.3643467579208692,-1.405133730605018,-1.405133730605018,-1.405133730605018
dmr_rasher_steneck,10_1_22,2008,5,44.35409,-68.8192,1,2008-05-20,10,10,10,NA,NA,NA,1,54,0,0,2952,4,1,percent_cover,"c(-68.8192, 44.35409)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.00909435392194013,0.008716083168962017,0.008716083168962017,0.008716083168962017,-3.958362593810817,-3.9783720622520917,-3.9783720622520917,-3.9783720622520917
dmr_rasher_steneck,10_1_22,2011,5,44.35003,-68.82178,1,2011-05-26,10,10,10,NA,NA,NA,6,54,0,0,2952,4,6,percent_cover,"c(-68.82178, 44.35003)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.054566123531640774,0.052296499013772105,0.052296499013772105,0.052296499013772105,-2.740065409276176,-2.775850050373346,-2.775850050373346,-2.775850050373346
dmr_rasher_steneck,10_1_23,2008,6,44.29333,-68.43279,1,2008-06-02,10,10,10,NA,NA,NA,37.5,54,0,0,2952,4,37.5,percent_cover,"c(-68.43279, 44.29333)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.34103827207275483,0.32685311883607565,0.32685311883607565,0.32685311883607565,-1.0468600242160837,-1.088108292790735,-1.088108292790735,-1.088108292790735
dmr_rasher_steneck,10_1_23,2011,6,44.29782,-68.43277,1,2011-06-01,10,10,10,NA,NA,NA,1.5,54,0,0,2952,4,1.5,percent_cover,"c(-68.43277, 44.29782)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.013641530882910194,0.013074124753443026,0.013074124753443026,0.013074124753443026,-3.744750330380629,-3.7690434298242796,-3.7690434298242796,-3.7690434298242796
dmr_rasher_steneck,10_1_23,2014,5,44.2933,-68.4275,1,2014-05-26,10,10,10,NA,NA,NA,1,54,0,0,2952,4,1,percent_cover,"c(-68.4275, 44.2933)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.00909435392194013,0.008716083168962017,0.008716083168962017,0.008716083168962017,-3.958362593810817,-3.9783720622520917,-3.9783720622520917,-3.9783720622520917
dmr_rasher_steneck,10_1_24,2008,6,44.48648,-67.69511,1,2008-06-11,10,10,10,NA,NA,NA,25,54,0,0,2952,4,25,percent_cover,"c(-67.69511, 44.48648)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.22735884804850323,0.21790207922405042,0.21790207922405042,0.21790207922405042,-1.4381821561942627,-1.478839219366893,-1.478839219366893,-1.478839219366893
dmr_rasher_steneck,10_1_25,2009,5,43.93415,-69.28961,1,2009-05-13,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-69.28961, 43.93415)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_26,2009,5,44.32172,-68.50391,1,2009-05-27,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.50391, 44.32172)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_27,2009,5,44.32727,-68.31394,1,2009-05-26,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.31394, 44.32727)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_27,2010,5,44.333,-68.306004,1,2010-05-21,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.306004, 44.333)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_27,2014,5,44.333,-68.306,1,2014-05-27,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.306, 44.333)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_28,2009,6,44.46621,-68.15455,1,2009-06-05,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.15455, 44.46621)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_28,2011,6,44.47149,-68.14819,1,2011-06-02,10,10,10,NA,NA,NA,1.5,54,0,0,2952,4,1.5,percent_cover,"c(-68.14819, 44.47149)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.013641530882910194,0.013074124753443026,0.013074124753443026,0.013074124753443026,-3.744750330380629,-3.7690434298242796,-3.7690434298242796,-3.7690434298242796
dmr_rasher_steneck,10_1_29,2010,5,43.811207,-69.717834,1,2010-05-06,10,10,10,NA,NA,NA,46,54,0,0,2952,4,46,percent_cover,"c(-69.717834, 43.811207)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.4183402804092459,0.4009398257722528,0.4009398257722528,0.4009398257722528,-0.8478373515981801,-0.8893084845180457,-0.8893084845180457,-0.8893084845180457
dmr_rasher_steneck,10_1_3,2001,6,44.35182,-68.86835,1,2001-06-25,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.86835, 44.35182)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_30,2010,5,43.919405,-69.682873,1,2010-05-06,10,10,10,NA,NA,NA,0.5,54,0,0,2952,4,0.5,percent_cover,"c(-69.682873, 43.919405)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.004547176960970065,0.004358041584481009,0.004358041584481009,0.004358041584481009,-4.230358327490618,-4.243445104573438,-4.243445104573438,-4.243445104573438
dmr_rasher_steneck,10_1_31,2010,5,44.317944,-68.929691,1,2010-05-14,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.929691, 44.317944)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_32,2010,5,44.305613,-68.890278,1,2010-05-14,10,10,10,NA,NA,NA,8.5,54,0,0,2952,4,8.5,percent_cover,"c(-68.890278, 44.305613)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.0773020083364911,0.07408670693617714,0.07408670693617714,0.07408670693617714,-2.4383818114012934,-2.475906787086488,-2.475906787086488,-2.475906787086488
dmr_rasher_steneck,10_1_33,2010,5,44.298756,-68.538486,1,2010-05-20,10,10,10,NA,NA,NA,0.5,54,0,0,2952,4,0.5,percent_cover,"c(-68.538486, 44.298756)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.004547176960970065,0.004358041584481009,0.004358041584481009,0.004358041584481009,-4.230358327490618,-4.243445104573438,-4.243445104573438,-4.243445104573438
dmr_rasher_steneck,10_1_34,2010,5,44.415285,-68.494328,1,2010-05-20,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.494328, 44.415285)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_35,2010,5,44.383095,-68.392925,1,2010-05-20,10,10,10,NA,NA,NA,1,54,0,0,2952,4,1,percent_cover,"c(-68.392925, 44.383095)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.00909435392194013,0.008716083168962017,0.008716083168962017,0.008716083168962017,-3.958362593810817,-3.9783720622520917,-3.9783720622520917,-3.9783720622520917
dmr_rasher_steneck,10_1_35,2012,5,44.37911,-68.393,1,2012-05-11,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.393, 44.37911)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_36,2010,5,44.436975,-68.248928,1,2010-05-22,10,10,10,NA,NA,NA,28,54,0,0,2952,4,28,percent_cover,"c(-68.248928, 44.436975)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.2546419098143236,0.24405032873093646,0.24405032873093646,0.24405032873093646,-1.329377650522595,-1.3702228869816648,-1.3702228869816648,-1.3702228869816648
dmr_rasher_steneck,10_1_37,2010,5,44.489912,-68.209667,1,2010-05-22,10,10,10,NA,NA,NA,22,54,0,0,2952,4,22,percent_cover,"c(-68.209667, 44.489912)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.20007578628268285,0.19175382971716437,0.19175382971716437,0.19175382971716437,-1.5602869263083459,-1.6007069895232013,-1.6007069895232013,-1.6007069895232013
dmr_rasher_steneck,10_1_38,2010,5,44.439951,-68.142792,1,2010-05-22,10,10,10,NA,NA,NA,49.5,54,0,0,2952,4,49.5,percent_cover,"c(-68.142792, 44.439951)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.4501705191360364,0.43144611686361983,0.43144611686361983,0.43144611686361983,-0.7761581644149664,-0.8176993119953088,-0.8176993119953088,-0.8176993119953088
dmr_rasher_steneck,10_1_39,2011,5,43.78818,-69.87582,1,2011-05-12,10,10,10,NA,NA,NA,7,54,0,0,2952,4,7,percent_cover,"c(-69.87582, 43.78818)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.0636604774535809,0.061012582182734115,0.061012582182734115,0.061012582182734115,-2.6082888861293028,-2.644898203800014,-2.644898203800014,-2.644898203800014
dmr_rasher_steneck,10_1_4,2001,6,44.22101,-68.58405,1,2001-06-28,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.58405, 44.22101)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_40,2011,5,43.87885,-69.68628,1,2011-05-10,10,10,10,NA,NA,NA,9,54,0,0,2952,4,9,percent_cover,"c(-69.68628, 43.87885)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.08184918529746116,0.07844474852065815,0.07844474852065815,0.07844474852065815,-2.3876073372845523,-2.425377232432241,-2.425377232432241,-2.425377232432241
dmr_rasher_steneck,10_1_41,2011,5,44.33596,-68.92604,1,2011-05-26,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.92604, 44.33596)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_41,2015,5,44.3357,-68.9258,1,2015-05-14,10,10,10,NA,NA,NA,10,54,0,0,2952,4,10,percent_cover,"c(-68.9258, 44.3357)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.09094353921940129,0.08716083168962017,0.08716083168962017,0.08716083168962017,-2.2931939360791787,-2.3313876148845942,-2.3313876148845942,-2.3313876148845942
dmr_rasher_steneck,10_1_42,2011,5,44.31807,-68.89266,1,2011-05-26,10,10,10,NA,NA,NA,3,54,0,0,2952,4,3,percent_cover,"c(-68.89266, 44.31807)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.027283061765820387,0.026148249506886052,0.026148249506886052,0.026148249506886052,-3.28921616362565,-3.320126754595826,-3.320126754595826,-3.320126754595826
dmr_rasher_steneck,10_1_43,2011,5,44.27743,-68.72345,1,2011-05-26,10,10,10,NA,NA,NA,0.5,54,0,0,2952,4,0.5,percent_cover,"c(-68.72345, 44.27743)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.004547176960970065,0.004358041584481009,0.004358041584481009,0.004358041584481009,-4.230358327490618,-4.243445104573438,-4.243445104573438,-4.243445104573438
dmr_rasher_steneck,10_1_44,2011,6,44.28798,-68.2927,1,2011-06-01,10,10,10,NA,NA,NA,46.5,54,0,0,2952,4,46.5,percent_cover,"c(-68.2927, 44.28798)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.422887457370216,0.4052978673567338,0.4052978673567338,0.4052978673567338,-0.8372774984577168,-0.8787592635458674,-0.8787592635458674,-0.8787592635458674
dmr_rasher_steneck,10_1_45,2011,6,44.57755,-67.50234,1,2011-06-09,10,10,10,NA,NA,NA,13,54,0,0,2952,4,13,percent_cover,"c(-67.50234, 44.57755)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.11822660098522168,0.11330908119650622,0.11330908119650622,0.11330908119650622,-2.053956260035313,-2.0930612202951964,-2.0930612202951964,-2.0930612202951964
dmr_rasher_steneck,10_1_46,2012,5,43.8742,-69.7278,1,2012-05-02,10,10,10,NA,NA,NA,3,54,0,0,2952,4,3,percent_cover,"c(-69.7278, 43.8742)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.027283061765820387,0.026148249506886052,0.026148249506886052,0.026148249506886052,-3.28921616362565,-3.320126754595826,-3.320126754595826,-3.320126754595826
dmr_rasher_steneck,10_1_47,2012,5,43.82926,-69.7066,1,2012-05-02,10,10,10,NA,NA,NA,12,54,0,0,2952,4,12,percent_cover,"c(-69.7066, 43.82926)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.10913224706328155,0.10459299802754421,0.10459299802754421,0.10459299802754421,-2.12752108306989,-2.166368575804221,-2.166368575804221,-2.166368575804221
dmr_rasher_steneck,10_1_48,2012,5,43.83713,-69.6806,1,2012-05-02,10,10,10,NA,NA,NA,22.5,54,0,0,2952,4,22.5,percent_cover,"c(-69.6806, 43.83713)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.2046229632436529,0.19611187130164537,0.19611187130164537,0.19611187130164537,-1.5388724496469035,-1.579336193027661,-1.579336193027661,-1.579336193027661
dmr_rasher_steneck,10_1_49,2012,5,43.99312,-69.4002,1,2012-05-04,10,10,10,NA,NA,NA,6,54,0,0,2952,4,6,percent_cover,"c(-69.4002, 43.99312)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.054566123531640774,0.052296499013772105,0.052296499013772105,0.052296499013772105,-2.740065409276176,-2.775850050373346,-2.775850050373346,-2.775850050373346
dmr_rasher_steneck,10_1_5,2001,7,44.40178,-68.52028,1,2001-07-06,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.52028, 44.40178)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_50,2012,5,43.94676,-69.3631,1,2012-05-04,10,10,10,NA,NA,NA,28.5,54,0,0,2952,4,28.5,percent_cover,"c(-69.3631, 43.94676)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.2591890867752937,0.2484083703154175,0.2484083703154175,0.2484083703154175,-1.3123412215010162,-1.3532141147368049,-1.3532141147368049,-1.3532141147368049
dmr_rasher_steneck,10_1_51,2012,5,44.3524,-68.9103,1,2012-05-09,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.9103, 44.3524)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_51,2014,5,44.3524,-68.9103,1,2014-05-14,10,10,10,NA,NA,NA,0.5,54,0,0,2952,4,0.5,percent_cover,"c(-68.9103, 44.3524)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.004547176960970065,0.004358041584481009,0.004358041584481009,0.004358041584481009,-4.230358327490618,-4.243445104573438,-4.243445104573438,-4.243445104573438
dmr_rasher_steneck,10_1_52,2012,5,44.18773,-68.8279,1,2012-05-08,10,10,10,NA,NA,NA,0.5,54,0,0,2952,4,0.5,percent_cover,"c(-68.8279, 44.18773)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.004547176960970065,0.004358041584481009,0.004358041584481009,0.004358041584481009,-4.230358327490618,-4.243445104573438,-4.243445104573438,-4.243445104573438
dmr_rasher_steneck,10_1_53,2012,5,44.2422,-68.824,1,2012-05-09,10,10,10,NA,NA,NA,3.5,54,0,0,2952,4,3.5,percent_cover,"c(-68.824, 44.2422)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.03183023872679045,0.030506291091367058,0.030506291091367058,0.030506291091367058,-3.1741357864730637,-3.2062979813436567,-3.2062979813436567,-3.2062979813436567
dmr_rasher_steneck,10_1_54,2012,5,44.28635,-68.7399,1,2012-05-09,10,10,10,NA,NA,NA,15.5,54,0,0,2952,4,15.5,percent_cover,"c(-68.7399, 44.28635)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.140962485790072,0.13509928911891125,0.13509928911891125,0.13509928911891125,-1.8907239115095076,-1.9303370183534017,-1.9303370183534017,-1.9303370183534017
dmr_rasher_steneck,10_1_55,2012,5,44.35131,-68.3202,1,2012-05-12,10,10,10,NA,NA,NA,0,54,0,0,2952,4,0,percent_cover,"c(-68.3202, 44.35131)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0,0,0,0,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091
dmr_rasher_steneck,10_1_56,2012,5,44.31948,-68.3062,1,2012-05-12,10,10,10,NA,NA,NA,30,54,0,0,2952,4,30,percent_cover,"c(-68.3062, 44.31948)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.2728306176582039,0.2614824950688605,0.2614824950688605,0.2614824950688605,-1.2629070847019541,-1.3038576165712332,-1.3038576165712332,-1.3038576165712332
dmr_rasher_steneck,10_1_57,2013,5,43.86077,-69.7051,1,2013-05-01,10,10,10,NA,NA,NA,3,54,0,0,2952,4,3,percent_cover,"c(-69.7051, 43.86077)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.027283061765820387,0.026148249506886052,0.026148249506886052,0.026148249506886052,-3.28921616362565,-3.320126754595826,-3.320126754595826,-3.320126754595826
dmr_rasher_steneck,10_1_58,2013,5,43.91138,-69.376,1,2013-05-03,10,10,10,NA,NA,NA,39.5,54,0,0,2952,4,39.5,percent_cover,"c(-69.376, 43.91138)",Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,0.3592269799166351,0.34428528517399964,0.34428528517399964,0.34428528517399964,-0.9963437023261336,-1.0376528000815763,-1.0376528000815763,-1.0376528000815763
